Year,edited_cause,number,original_Year,original_cause,original_number
1665,Blasted,5,1665,blasted,5
1680,Blasted,1,1680,blasted,1
1629,Blasted & Planet,13,1629,blasted and plannet,13
1630,Blasted & Planet,8,1630,blasted and planet,8
1631,Blasted & Planet,10,1631,blasted and planet,10
1633,Blasted & Planet,6,1633,blasted and plannet,6
1636,Blasted & Planet,4,1636,blasted and plannet,4
1651,Blasted & Planet,6,1651,blasted and plannet,6
1652,Blasted & Planet,6,1652,blasted and plannet,6
1655,Blasted & Planet,4,1655,blasted and planet,4
1657,Blasted & Planet,5,1657,blasted and planet,5
1658,Blasted & Planet,5,1658,blasted and plannet,5
1659,Blasted & Planet,3,1659,blasted and plannet,3
1660,Blasted & Planet,8,1660,blasted and plannet,8
1670,Blasted & Planet,4,1670,blasted and plannet,4
1674,Blasted & Planet,3,1674,blasted and planet,3
1675,Blasted & Planet,2,1675,blasted and planet,2
1687,Blasted & Planet,5,1687,planet and blasted,5
1629,Bleeding,5,1629,bleeding,5
1630,Bleeding,2,1630,bleeding,2
1631,Bleeding,5,1631,bleeding,5
1632,Bleeding,3,1632,bleeding,3
1633,Bleeding,4,1633,bleeding,4
1634,Bleeding,3,1634,bleeding,3
1636,Bleeding,7,1636,bleeding,7
1641,Bleeding,1,1641,bleeding,1
1649,Bleeding,5,1649,bleeding,5
1650,Bleeding,1,1650,bleeding,1
1651,Bleeding,3,1651,bleeding,3
1652,Bleeding,4,1652,bleeding,4
1653,Bleeding,3,1653,bleeding,3
1654,Bleeding,2,1654,bleeding,2
1656,Bleeding,3,1656,bleeding,3
1657,Bleeding,5,1657,bleeding,5
1658,Bleeding,4,1658,bleeding,4
1660,Bleeding,2,1660,bleeding,2
1661,Bleeding,5,1661,bleeding,5
1662,Bleeding,2,1662,bleeding,2
1663,Bleeding,2,1663,bleeding,2
1664,Bleeding,4,1664,bleeding,4
1665,Bleeding,16,1665,bleeding,16
1666,Bleeding,1,1666,bleeding,1
1667,Bleeding,5,1667,bleeding,5
1668,Bleeding,5,1668,bleeding,5
1669,Bleeding,3,1669,bleeding,3
1670,Bleeding,1,1670,bleeding,1
1671,Bleeding,4,1671,bleeding,4
1672,Bleeding,1,1672,bleeding,1
1673,Bleeding,5,1673,bleeding,5
1674,Bleeding,1,1674,bleeding,1
1679,Bleeding,2,1679,bleeding,2
1702,Bleeding,5,1702,bleeding,5
1703,Bleeding,4,1703,bleeding,4
1704,Bleeding,3,1704,bleeding,3
1705,Bleeding,2,1705,bleeding,2
1706,Bleeding,4,1706,bleeding,4
1707,Bleeding,8,1707,bleeding,8
1708,Bleeding,11,1708,bleeding,11
1709,Bleeding,7,1709,bleeding,7
1710,Bleeding,12,1710,bleeding,12
1711,Bleeding,8,1711,bleeding,8
1712,Bleeding,9,1712,bleeding,9
1713,Bleeding,3,1713,bleeding,3
1714,Bleeding,5,1714,bleeding,5
1715,Bleeding,5,1715,bleeding,5
1716,Bleeding,1,1716,bleeding,1
1717,Bleeding,1,1717,bleeding,1
1718,Bleeding,1,1718,bleeding,1
1719,Bleeding,6,1719,bleeding,6
1720,Bleeding,4,1720,bleeding,4
1721,Bleeding,2,1721,bleeding,2
1722,Bleeding,10,1722,bleeding,10
1723,Bleeding,13,1723,bleeding,13
1724,Bleeding,5,1724,bleeding,5
1725,Bleeding,3,1725,bleeding,3
1726,Bleeding,5,1726,bleeding,5
1727,Bleeding,4,1727,bleeding,4
1728,Bleeding,3,1728,bleeding,3
1729,Bleeding,3,1729,bleeding,3
1730,Bleeding,3,1730,bleeding,3
1731,Bleeding,6,1731,bleeding,6
1732,Bleeding,5,1732,bleeding,5
1733,Bleeding,3,1733,bleeding,3
1734,Bleeding,8,1734,bleeding,8
1735,Bleeding,3,1735,bleeding,3
1736,Bleeding,5,1736,bleeding,5
1737,Bleeding,2,1737,bleeding,2
1738,Bleeding,3,1738,bleeding,3
1739,Bleeding,3,1739,bleeding,3
1740,Bleeding,8,1740,bleeding,8
1741,Bleeding,5,1741,bleeding,5
1743,Bleeding,2,1743,bleeding,2
1744,Bleeding,4,1744,bleeding,4
1745,Bleeding,2,1745,bleeding,2
1746,Bleeding,4,1746,bleeding,4
1747,Bleeding,3,1747,bleeding,3
1748,Bleeding,5,1748,bleeding,5
1749,Bleeding,8,1749,bleeding,8
1750,Bleeding,3,1750,bleeding,3
1751,Bleeding,7,1751,bleeding,7
1675,Bleeding & Bloody-flux & Flux,108,1675,"bleeding, bloodyflux, & flux",108
1676,Bleeding & Bloody-flux & Flux,63,1676,"bleeding, bloodyflux, & flux",63
1677,Bleeding & Bloody-flux & Flux,150,1677,"bleeding, bloodyflux, & flux",150
1678,Bleeding & Bloody-flux & Flux,55,1678,"bleeding, bloodyflux, & flux",55
1680,Bleeding & Bloody-flux & Flux,68,1680,"bleeding, bloodyflux & flux",68
1681,Bleeding & Bloody-flux & Flux,116,1681,"bleeding, bloodyflux & flux",116
1682,Bleeding & Bloody-flux & Flux,55,1682,"bleeding, bloody-flux & flux",55
1683,Bleeding & Bloody-flux & Flux,68,1683,"bleeding, bloody-flux & flux",68
1684,Bleeding & Bloody-flux & Flux,33,1684,"bleeding, bloody-flux & flux",33
1685,Bleeding & Bloody-flux & Flux,47,1685,"bleeding, bloodyflux & flux",47
1686,Bleeding & Bloody-flux & Flux,47,1686,"bleeding, bloody flux, and flux",47
1687,Bleeding & Bloody-flux & Flux,26,1687,"bleeding, bloody flux, and flux",26
1688,Bleeding & Bloody-flux & Flux,26,1688,"bleeding, bloody flux, and flux",26
1689,Bleeding & Bloody-flux & Flux,20,1689,"bleeding, bloody flux, and flux",20
1690,Bleeding & Bloody-flux & Flux,23,1690,"bleeding, bloody flux, and flux",23
1691,Bleeding & Bloody-flux & Flux,21,1691,"bleeding, bloody flux, and flux",21
1692,Bleeding & Bloody-flux & Flux,21,1692,"bleeding, bloody flux, and flux",21
1693,Bleeding & Bloody-flux & Flux,18,1693,"bleeding, bloody flux, and flux",18
1694,Bleeding & Bloody-flux & Flux,25,1694,"bleeding, bloody flux, and flux",25
1695,Bleeding & Bloody-flux & Flux,10,1695,"bleeding, bloody flux, and flux",10
1696,Bleeding & Bloody-flux & Flux,13,1696,"bleeding, bloody flux, and flux",13
1697,Bleeding & Bloody-flux & Flux,16,1697,"bleeding, bloody flux, and flux",16
1698,Bleeding & Bloody-flux & Flux,25,1698,"bleeding, bloody flux, and flux",25
1699,Bleeding & Bloody-flux & Flux,21,1699,"bleeding, bloody flux, and flux",21
1700,Bleeding & Bloody-flux & Flux,13,1700,"bleeding, bloody flux, and flux",13
1701,Bleeding & Bloody-flux & Flux,18,1701,"bleeding, bloody flux, flux",18
1655,Bleeding & Other: Bloody Issue,7,1655,bleeding and bloudy issue,7
1659,Bleeding & Other: Bloody Issue,7,1659,bleeding and bloudy issue,7
1702,Bloody-flux,4,1702,bloody flux,4
1703,Bloody-flux,6,1703,bloody flux,6
1704,Bloody-flux,5,1704,bloody flux,5
1705,Bloody-flux,10,1705,bloody flux,10
1706,Bloody-flux,6,1706,bloody flux,6
1707,Bloody-flux,4,1707,bloody flux,4
1708,Bloody-flux,6,1708,bloody flux,6
1709,Bloody-flux,20,1709,bloody flux,20
1710,Bloody-flux,13,1710,bloody flux,13
1711,Bloody-flux,9,1711,bloody flux,9
1712,Bloody-flux,5,1712,bloody flux,5
1713,Bloody-flux,7,1713,bloody flux,7
1714,Bloody-flux,13,1714,bloody flux,13
1715,Bloody-flux,19,1715,bloody flux,19
1716,Bloody-flux,6,1716,bloody flux,6
1717,Bloody-flux,12,1717,bloody flux,12
1718,Bloody-flux,27,1718,bloody flux,27
1719,Bloody-flux,18,1719,bloody flux,18
1720,Bloody-flux,11,1720,bloody flux,11
1721,Bloody-flux,10,1721,bloody flux,10
1722,Bloody-flux,16,1722,bloody flux,16
1723,Bloody-flux,9,1723,bloody flux,9
1724,Bloody-flux,12,1724,bloody flux,12
1725,Bloody-flux,6,1725,bloody flux,6
1726,Bloody-flux,23,1726,bloody flux,23
1727,Bloody-flux,24,1727,bloody flux,24
1728,Bloody-flux,23,1728,bloody flux,23
1729,Bloody-flux,21,1729,bloody flux,21
1730,Bloody-flux,19,1730,bloody flux,19
1731,Bloody-flux,17,1731,bloody flux,17
1732,Bloody-flux,13,1732,bloody flux,13
1733,Bloody-flux,10,1733,bloody flux,10
1734,Bloody-flux,13,1734,bloody flux,13
1735,Bloody-flux,13,1735,bloody flux,13
1736,Bloody-flux,7,1736,bloody flux,7
1737,Bloody-flux,7,1737,bloody flux,7
1738,Bloody-flux,5,1738,bloody flux,5
1739,Bloody-flux,9,1739,bloody flux,9
1740,Bloody-flux,6,1740,bloody flux,6
1741,Bloody-flux,20,1741,bloody flux,20
1742,Bloody-flux,19,1742,bloody flux,19
1743,Bloody-flux,7,1743,bloody flux,7
1744,Bloody-flux,2,1744,bloody flux,2
1745,Bloody-flux,15,1745,bloody flux,15
1746,Bloody-flux,21,1746,bloody flux,21
1747,Bloody-flux,6,1747,bloody flux,6
1748,Bloody-flux,10,1748,bloody flux,10
1749,Bloody-flux,7,1749,bloody flux,7
1750,Bloody-flux,8,1750,bloody flux,8
1751,Bloody-flux,3,1751,bloody flux,3
1667,Bloody-flux & Flux,94,1667,bloudy-flux and flux,94
1668,Bloody-flux & Flux,86,1668,bloudy-flux and flux,86
1629,Bloody-flux & Flux & Scowring,449,1629,bloody flux scowring & flux.,449
1630,Bloody-flux & Flux & Scowring,438,1630,"bloody flux, scowring & flux",438
1631,Bloody-flux & Flux & Scowring,352,1631,"bloody flux, scowring & flux",352
1632,Bloody-flux & Flux & Scowring,348,1632,bloody flux scowring & flux,348
1633,Bloody-flux & Flux & Scowring,278,1633,bloody flux scowring & flux,278
1634,Bloody-flux & Flux & Scowring,512,1634,bloody flux scowring & flux,512
1635,Bloody-flux & Flux & Scowring,346,1635,"bloody flux, scowring & flux",346
1636,Bloody-flux & Flux & Scowring,330,1636,"bloody flux, scowring & flux",330
1641,Bloody-flux & Flux & Scowring,512,1641,"bloody flux, scowring & flux",512
1649,Bloody-flux & Flux & Scowring,802,1649,"bloody flux, scowring & flux",802
1650,Bloody-flux & Flux & Scowring,289,1650,"bloody flux, scowring & flux",289
1651,Bloody-flux & Flux & Scowring,833,1651,"bloody flux, scowring & flux",833
1652,Bloody-flux & Flux & Scowring,762,1652,"bloudy flux, scowring & flux",762
1653,Bloody-flux & Flux & Scowring,200,1653,"bloody flux, scowring & flux",200
1654,Bloody-flux & Flux & Scowring,386,1654,"bloudy flux, scowring & flux",386
1655,Bloody-flux & Flux & Scowring,168,1655,"bloudy flux, scowring & flux",168
1656,Bloody-flux & Flux & Scowring,398,1656,"bloody flux, scowring & flux",398
1657,Bloody-flux & Flux & Scowring,362,1657,"bloudy flux, scowring, and flux",362
1658,Bloody-flux & Flux & Scowring,233,1658,"bloody flux, scowring & flux",233
1659,Bloody-flux & Flux & Scowring,346,1659,"bloody flux, scowring & flux",346
1660,Bloody-flux & Flux & Scowring,251,1660,"bloody flux, scowring & flux",251
1661,Bloody-flux & Flux & Scowring,314,1661,"bloudy flux, scowring & flux",314
1662,Bloody-flux & Flux & Scowring,203,1662,"bloody flux, scowring, and flux",203
1663,Bloody-flux & Flux & Scowring,192,1663,"bloudy flux, scowring & flux",192
1664,Bloody-flux & Flux & Scowring,296,1664,"bloudy flux, scowring & flux",296
1665,Bloody-flux & Flux & Scowring,185,1665,"bloody flux, scowring & flux",185
1666,Bloody-flux & Flux & Scowring,82,1666,"bloudy-flux, scowring and flux",82
1669,Bloody-flux & Flux & Scowring,165,1669,"bloodyflux, scowring, & flux",165
1670,Bloody-flux & Flux & Scowring,142,1670,"bloody flux, scowring & flux",142
1671,Bloody-flux & Flux & Scowring,86,1671,"bloodyflux, scowring & flux",86
1672,Bloody-flux & Flux & Scowring,127,1672,"bloody flux, scowring & flux",127
1673,Bloody-flux & Flux & Scowring,70,1673,"bloodyflux, scowring & flux",70
1674,Bloody-flux & Flux & Scowring,188,1674,"bloody flux, scowring & flux",188
1679,Bloody-flux & Flux & Scowring,61,1679,"bloodyflux, scowring & flux",61
1635,Calenture,1,1635,calenture,1
1636,Calenture,3,1636,calenture,3
1650,Calenture,1,1650,calenture,1
1652,Calenture,2,1652,calenture,2
1653,Calenture,1,1653,calenture,1
1654,Calenture,1,1654,calenture,1
1657,Calenture,3,1657,calenture,3
1662,Calenture,1,1662,calenture,1
1665,Calenture,3,1665,calenture,3
1666,Calenture,2,1666,calenture,2
1667,Calenture,2,1667,calenture,2
1671,Calenture,3,1671,calenture,3
1673,Calenture,3,1673,calenture,3
1676,Calenture,2,1676,calenture,2
1678,Calenture,2,1678,calenture,2
1679,Calenture,2,1679,calenture,2
1680,Calenture,1,1680,calenture,1
1682,Calenture,1,1682,calenture,1
1683,Calenture,1,1683,calenture,1
1685,Calenture,3,1685,calenture,3
1688,Calenture,2,1688,calenture,2
1689,Calenture,2,1689,calenture,2
1690,Calenture,1,1690,calenture,1
1691,Calenture,1,1691,calenture,1
1692,Calenture,3,1692,calenture,3
1693,Calenture,2,1693,calenture,2
1695,Calenture,1,1695,calenture,1
1696,Calenture,1,1696,calenture,1
1698,Calenture,1,1698,calenture,1
1702,Calenture,1,1702,calenture,1
1706,Calenture,2,1706,calenture,2
1708,Calenture,1,1708,calenture,1
1709,Calenture,1,1709,calenture,1
1660,Calenture & Meagrim,4,1660,meagrome and calenture,4
1672,Calenture & Meagrim,4,1672,calenture and meagrom,4
1679,Cancer,52,1679,cancer,52
1688,Cancer,54,1688,cancer,54
1702,Cancer,56,1702,cancer,56
1703,Cancer,77,1703,cancer,77
1704,Cancer,62,1704,cancer,62
1705,Cancer,66,1705,cancer,66
1706,Cancer,73,1706,cancer,73
1707,Cancer,82,1707,cancer,82
1708,Cancer,77,1708,cancer,77
1709,Cancer,77,1709,cancer,77
1710,Cancer,70,1710,cancer,70
1711,Cancer,75,1711,cancer,75
1712,Cancer,69,1712,cancer,69
1713,Cancer,59,1713,cancer,59
1714,Cancer,71,1714,cancer,71
1715,Cancer,65,1715,cancer,65
1716,Cancer,68,1716,cancer,68
1717,Cancer,75,1717,cancer,75
1718,Cancer,73,1718,cancer,73
1719,Cancer,99,1719,cancer,99
1720,Cancer,64,1720,cancer,64
1721,Cancer,71,1721,cancer,71
1722,Cancer,83,1722,cancer,83
1723,Cancer,72,1723,cancer,72
1724,Cancer,87,1724,cancer,87
1725,Cancer,80,1725,cancer,80
1726,Cancer,56,1726,cancer,56
1727,Cancer,49,1727,cancer,49
1728,Cancer,49,1728,cancer,49
1729,Cancer,55,1729,cancer,55
1730,Cancer,71,1730,cancer,71
1731,Cancer,75,1731,cancer,75
1732,Cancer,50,1732,cancer,50
1733,Cancer,48,1733,cancer,48
1734,Cancer,48,1734,cancer,48
1735,Cancer,58,1735,cancer,58
1736,Cancer,54,1736,cancer,54
1737,Cancer,51,1737,cancer,51
1738,Cancer,54,1738,cancer,54
1739,Cancer,50,1739,cancer,50
1740,Cancer,56,1740,cancer,56
1741,Cancer,62,1741,cancer,62
1742,Cancer,40,1742,cancer,40
1743,Cancer,61,1743,cancer,61
1744,Cancer,46,1744,cancer,46
1745,Cancer,46,1745,cancer,46
1746,Cancer,50,1746,cancer,50
1747,Cancer,47,1747,cancer,47
1748,Cancer,40,1748,cancer,40
1749,Cancer,35,1749,cancer,35
1750,Cancer,46,1750,cancer,46
1751,Cancer,46,1751,cancer,46
1634,Cancer & Canker,9,1634,cancer and canker,9
1674,Cancer & Canker,39,1674,cancer and canker,39
1675,Cancer & Canker,50,1675,cancer and canker,50
1677,Cancer & Canker,43,1677,cancer and canker,43
1678,Cancer & Canker,51,1678,cancer and canker,51
1680,Cancer & Canker,65,1680,cancer and canker,65
1681,Cancer & Canker,72,1681,cancer and canker,72
1682,Cancer & Canker,61,1682,cancer and canker,61
1683,Cancer & Canker,50,1683,cancer and canker,50
1684,Cancer & Canker,51,1684,cancer and canker,51
1685,Cancer & Canker,66,1685,cancer and canker,66
1686,Cancer & Canker,65,1686,cancer and canker,65
1687,Cancer & Canker,61,1687,cancer and canker,61
1689,Cancer & Canker & Thrush,122,1689,"cancer, canker and thrush",122
1690,Cancer & Canker & Thrush,118,1690,"cancer, canker and thrush",118
1691,Cancer & Canker & Thrush,140,1691,"cancer, canker and thrush",140
1692,Cancer & Canker & Thrush,141,1692,"cancer, canker and thrush",141
1693,Cancer & Canker & Thrush,132,1693,"cancer, canker and thrush",132
1694,Cancer & Canker & Thrush,105,1694,"cancer, canker and thrush",105
1695,Cancer & Canker & Thrush,105,1695,"cancer, canker and thrush",105
1696,Cancer & Canker & Thrush,113,1696,"cancer, canker and thrush",113
1697,Cancer & Canker & Thrush,102,1697,"cancer, canker and thrush",102
1698,Cancer & Canker & Thrush,98,1698,"cancer, canker and thrush",98
1699,Cancer & Canker & Thrush,90,1699,"cancer, canker and thrush",90
1700,Cancer & Canker & Thrush,124,1700,"cancer, canker and thrush",124
1658,Cancer & Canker & Wolf,35,1658,"cancer, canker and wolfe",35
1673,Cancer & Canker & Wolf,38,1673,"cancer, canker and wolf",38
1676,Cancer & Canker & Wolf,42,1676,"cancer, canker, and woolf",42
1649,Cancer & Gangreen & Fistula,31,1649,"cancer, gangrena, and fistula",31
1651,Cancer & Gangreen & Fistula,31,1651,"cancer, gangrena, and fistula",31
1652,Cancer & Gangreen & Fistula,53,1652,"cancer, gangrena, and fistula",53
1653,Cancer & Gangreen & Fistula,36,1653,"cancer, gangrena, and fistula",36
1654,Cancer & Gangreen & Fistula,37,1654,"cancer, gangrena, and fistula",37
1655,Cancer & Gangreen & Fistula,73,1655,"cancer, gangrena, and fistula",73
1656,Cancer & Gangreen & Fistula,31,1656,"cancer, gangrena, and fistula",31
1659,Cancer & Gangreen & Fistula,63,1659,"cancer, gangrena and fistula",63
1660,Cancer & Gangreen & Fistula,52,1660,"cancer, gangrena and fistula",52
1661,Cancer & Gangreen & Fistula,69,1661,"cancer, gangrene and fistula",69
1662,Cancer & Gangreen & Fistula,54,1662,"cancer, gangrene, and fistula",54
1663,Cancer & Gangreen & Fistula,59,1663,"cancer, gangrene and fistula",59
1664,Cancer & Gangreen & Fistula,57,1664,"cancer, gangrene and fistula",57
1665,Cancer & Gangreen & Fistula,56,1665,"cancer, gangrene and fistula",56
1666,Cancer & Gangreen & Fistula,48,1666,"cancer, gangrene and fistula",48
1667,Cancer & Gangreen & Fistula,65,1667,"cancer, gangrene & fistula",65
1668,Cancer & Gangreen & Fistula,47,1668,"cancer, gangrene & fistula",47
1669,Cancer & Gangreen & Fistula,55,1669,cancer gangrene and fistula,55
1670,Cancer & Gangreen & Fistula,54,1670,"cancer, gangrene and fistula",54
1671,Cancer & Gangreen & Fistula,49,1671,"cancer, gangrene and fistula",49
1672,Cancer & Gangreen & Fistula,57,1672,"cancer, gangrene and fistula",57
1636,Cancer & Gangreen & Wolf,21,1636,cancer gangrene and wolfe,21
1649,Cancer & Other: Sore Mouth & Thrush,54,1649,"cancer, sore mouth & thrush",54
1629,Cancer & Wolf,3,1629,cancer and woolfe,3
1630,Cancer & Wolf,4,1630,cancer and wolfe,4
1631,Cancer & Wolf,10,1631,cancer and wolfe,10
1632,Cancer & Wolf,10,1632,cancer and wolfe,10
1633,Cancer & Wolf,7,1633,cancer and wolfe,7
1635,Cancer & Wolf,8,1635,cancer and wolfe,8
1641,Cancer & Wolf,17,1641,cancer and wolfe,17
1650,Cancer & Wolf,19,1650,"cancer, and wolfe",19
1657,Cancer & Wolf,24,1657,cancer and wolfe,24
1629,Canker,6,1629,canker,6
1630,Canker,4,1630,canker,4
1631,Canker,4,1631,canker,4
1632,Canker,1,1632,canker,1
1635,Canker,5,1635,canker,5
1702,Canker,9,1702,canker,9
1703,Canker,9,1703,canker,9
1704,Canker,6,1704,canker,6
1705,Canker,11,1705,canker,11
1706,Canker,6,1706,canker,6
1707,Canker,11,1707,canker,11
1708,Canker,10,1708,canker,10
1709,Canker,11,1709,canker,11
1710,Canker,14,1710,canker,14
1711,Canker,8,1711,canker,8
1712,Canker,9,1712,canker,9
1713,Canker,13,1713,canker,13
1714,Canker,10,1714,canker,10
1715,Canker,6,1715,canker,6
1716,Canker,5,1716,canker,5
1717,Canker,9,1717,canker,9
1718,Canker,8,1718,canker,8
1719,Canker,13,1719,canker,13
1720,Canker,20,1720,canker,20
1721,Canker,17,1721,canker,17
1722,Canker,13,1722,canker,13
1723,Canker,8,1723,canker,8
1724,Canker,11,1724,canker,11
1725,Canker,6,1725,canker,6
1726,Canker,15,1726,canker,15
1727,Canker,7,1727,canker,7
1728,Canker,16,1728,canker,16
1729,Canker,20,1729,canker,20
1730,Canker,10,1730,canker,10
1731,Canker,8,1731,canker,8
1732,Canker,14,1732,canker,14
1733,Canker,17,1733,canker,17
1734,Canker,12,1734,canker,12
1735,Canker,11,1735,canker,11
1736,Canker,10,1736,canker,10
1737,Canker,7,1737,canker,7
1738,Canker,8,1738,canker,8
1739,Canker,8,1739,canker,8
1740,Canker,6,1740,canker,6
1741,Canker,5,1741,canker,5
1742,Canker,9,1742,canker,9
1743,Canker,8,1743,canker,8
1744,Canker,4,1744,canker,4
1745,Canker,1,1745,canker,1
1746,Canker,3,1746,canker,3
1747,Canker,4,1747,canker,4
1748,Canker,6,1748,canker,6
1749,Canker,6,1749,canker,6
1750,Canker,4,1750,canker,4
1751,Canker,4,1751,canker,4
1636,Canker & Other: Sore Mouth & Thrush,74,1636,canker sore mouth & thrush,74
1641,Canker & Other: Sore Mouth & Thrush,84,1641,canker sore mouth & thrush,84
1650,Canker & Other: Sore Mouth & Thrush,42,1650,"canker, sore mouth & thrush",42
1651,Canker & Other: Sore Mouth & Thrush,68,1651,"canker, sore mouth & thrush",68
1652,Canker & Other: Sore Mouth & Thrush,51,1652,canker sore mouth and thrush,51
1653,Canker & Other: Sore Mouth & Thrush,53,1653,"canker, sore mouth & thrush",53
1655,Canker & Other: Sore Mouth & Thrush,44,1655,canker sore mouth and thrush,44
1656,Canker & Other: Sore Mouth & Thrush,81,1656,canker sore mouth and thrush,81
1659,Canker & Other: Sore Mouth & Thrush,73,1659,"canker, sore mouth & thrush",73
1660,Canker & Other: Sore Mouth & Thrush,68,1660,"canker, sore mouth & thrush",68
