"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position","Unique Identifier",is_missing,is_illegible,"Start day",is_missing,is_illegible,"Start month",is_missing,is_illegible,"Start year",is_missing,is_illegible,"End day",is_missing,is_illegible,"End month",is_missing,is_illegible,"End year",is_missing,is_illegible,"St Alban Woodstreet",is_missing,is_illegible,"Alhallows Barking",is_missing,is_illegible,"Alhallows Breadstreet",is_missing,is_illegible,"Alhallows Great",is_missing,is_illegible,"Alhallows Honylane",is_missing,is_illegible,"Alhallows Lesse",is_missing,is_illegible,"Alhallows Lumbardstreet",is_missing,is_illegible,"Alhallows Stayning",is_missing,is_illegible,"Alhallows the Wall",is_missing,is_illegible,"St Alphage",is_missing,is_illegible,"St Andrew Hubbard",is_missing,is_illegible,"St Andrew Undershaft",is_missing,is_illegible,"St Andrew Wardrobe",is_missing,is_illegible,"St Ann Aldersgate",is_missing,is_illegible,"St Ann Blackfryers",is_missing,is_illegible,"St Antholins Parish",is_missing,is_illegible,"St Austins Parish",is_missing,is_illegible,"St Bartholomew Exchange",is_missing,is_illegible,"St Bennet Fynck",is_missing,is_illegible,"St Bennet Gracechurch",is_missing,is_illegible,"St Bennet Paulswharf",is_missing,is_illegible,"St Bennet Sherehog",is_missing,is_illegible,"St Botolph Billingsgate",is_missing,is_illegible,"Christ Church",is_missing,is_illegible,"St Christophers",is_missing,is_illegible,"St Clement Eastcheap",is_missing,is_illegible,"St Dionis Backchurch",is_missing,is_illegible,"St Dunstan East",is_missing,is_illegible,"St Edmund Lumbardstr.",is_missing,is_illegible,"St Ethelborough",is_missing,is_illegible,"St Faith",is_missing,is_illegible,"St Foster",is_missing,is_illegible,"St Gabriel Fenchurch",is_missing,is_illegible,"St George Botolphlane",is_missing,is_illegible,"St Gregory by St Pauls",is_missing,is_illegible,"St Hellen",is_missing,is_illegible,"St James Dukes place",is_missing,is_illegible,"St James Garlickhithe",is_missing,is_illegible,"St John Baptist",is_missing,is_illegible,"St John Evangelist",is_missing,is_illegible,"St John Zachary",is_missing,is_illegible,"St Katharine Coleman",is_missing,is_illegible,"St Katharine Creechurch",is_missing,is_illegible,"St Lawrence Jewry",is_missing,is_illegible,"St Lawrence Pountney",is_missing,is_illegible,"St Leonard Eastcheap",is_missing,is_illegible,"St Leonard Fosterlane",is_missing,is_illegible,"St Magnus Parish",is_missing,is_illegible,"St Margaret Lothbury",is_missing,is_illegible,"St Margaret Moses",is_missing,is_illegible,"St Margaret Newfishstreet",is_missing,is_illegible,"St Margaret Pattons",is_missing,is_illegible,"St Mary Abchurch",is_missing,is_illegible,"St Mary Aldermanbury",is_missing,is_illegible,"St Mary Aldermary",is_missing,is_illegible,"St Mary le Bow",is_missing,is_illegible,"St Mary Bothaw",is_missing,is_illegible,"St Mary Colechurch",is_missing,is_illegible,"St Mary Hill",is_missing,is_illegible,"St Mary Mounthaw",is_missing,is_illegible,"St Mary Sommerset",is_missing,is_illegible,"St Mary Stayning",is_missing,is_illegible,"St Mary Woolchurch",is_missing,is_illegible,"St Mary Woolnoth",is_missing,is_illegible,"St Martin Iremongerlane",is_missing,is_illegible,"St Martin Ludgate",is_missing,is_illegible,"St Martin Orgars",is_missing,is_illegible,"St Martin Outwich",is_missing,is_illegible,"St Martin Vintrey",is_missing,is_illegible,"St Matthew Fridaystreet",is_missing,is_illegible,"St Maudlin Milkstreet",is_missing,is_illegible,"St Maudlin Oldfishstreet",is_missing,is_illegible,"St Michael Bassishaw",is_missing,is_illegible,"St Michael Cornhil",is_missing,is_illegible,"St Michael Crookedlane",is_missing,is_illegible,"St Michael Queenhithe",is_missing,is_illegible,"St Michael Quern",is_missing,is_illegible,"St Michael Royal",is_missing,is_illegible,"St Michael Woodstreet",is_missing,is_illegible,"St Mildred Breadstreet",is_missing,is_illegible,"St Mildred Poultrey",is_missing,is_illegible,"St Nicholas Acons",is_missing,is_illegible,"St Nicholas Coleabby",is_missing,is_illegible,"St Nicholas Olaves",is_missing,is_illegible,"St Olave Hartstreet",is_missing,is_illegible,"St Olave Jewry",is_missing,is_illegible,"St Olave Silverstreet",is_missing,is_illegible,"St Pancras ",is_missing,is_illegible,"St Peter Ad Vincula",is_missing,is_illegible,"St Peter Cheap",is_missing,is_illegible,"St Peter Cornhil",is_missing,is_illegible,"St Peter Paulswharf",is_missing,is_illegible,"St Peter Poor",is_missing,is_illegible,"St Steven Colemanstreet",is_missing,is_illegible,"St Steven Walbrook",is_missing,is_illegible,"St Swithin",is_missing,is_illegible,"St Thomas Apostles",is_missing,is_illegible,"Trinity Parish",is_missing,is_illegible,"Christened in the 97 parishes within the walls",is_missing,is_illegible,"Buried in the 97 parishes within the walls",is_missing,is_illegible,"Plague in the 97 parishes within the walls",is_missing,is_illegible,"St Andrew Holborn",is_missing,is_illegible,"St Bartholomew Great",is_missing,is_illegible,"St Bartholomew Less",is_missing,is_illegible,"St Botolph Aldersgate",is_missing,is_illegible,"St Botolph Aldgate",is_missing,is_illegible,"St Botolph Bishopsgate",is_missing,is_illegible,"Bridewel Precinct",is_missing,is_illegible,"St Bridget",is_missing,is_illegible,"St John Southwark",is_missing,is_illegible,"St Dunstan West",is_missing,is_illegible,"St George Southwark",is_missing,is_illegible,"St Giles Cripplegate",is_missing,is_illegible,"St Olave Southwark",is_missing,is_illegible,"Saviours Southwark",is_missing,is_illegible,"S Sepulchres Parish",is_missing,is_illegible,"St Thomas Southwark",is_missing,is_illegible,"Trinity Minories",is_missing,is_illegible,"Pesthouse Without the Walls",is_missing,is_illegible,"Christened in the parishes without the walls",is_missing,is_illegible,"Buried in the parishes without the walls",is_missing,is_illegible,"Plague in the parishes without the walls",is_missing,is_illegible,"St Ann in Middlesex",is_missing,is_illegible,"Christ Church in Middlesex",is_missing,is_illegible,"Christ Church in Surry",is_missing,is_illegible,"St George in Bloomsburg",is_missing,is_illegible,"St George in Middlesex",is_missing,is_illegible,"St George by Queen's Square",is_missing,is_illegible,"St Giles in the Field",is_missing,is_illegible,"Hackney Parish",is_missing,is_illegible,"St John at Wapping",is_missing,is_illegible,"St James Clerkenwel",is_missing,is_illegible,"St Katharine Tower",is_missing,is_illegible,"Lambeth Parish",is_missing,is_illegible,"St Leonard Shoreditch",is_missing,is_illegible,"St Luke in Middlesex",is_missing,is_illegible,"St Magdalen Bermondsey",is_missing,is_illegible,"St Matthew at Bethnal Green",is_missing,is_illegible,"St Mary Islington",is_missing,is_illegible,"St Mary Newington",is_missing,is_illegible,"St Mary Whitechappel",is_missing,is_illegible,"St Pauls Shadwel",is_missing,is_illegible,"Rothorith Parish",is_missing,is_illegible,"Stepney Parish",is_missing,is_illegible,"Christened in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"Buried in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"Plague in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"St Ann in Westminster",is_missing,is_illegible,"St Clement Danes",is_missing,is_illegible,"St George Hanover-square",is_missing,is_illegible,"St James in Westminster",is_missing,is_illegible,"St John the Evangelist",is_missing,is_illegible,"St Paul Covent Garden",is_missing,is_illegible,"St Martin in the fields",is_missing,is_illegible,"St Mary Savoy",is_missing,is_illegible,"St Mary le Strand",is_missing,is_illegible,"St Margaret Westminster",is_missing,is_illegible,"Pesthouse in Westminster",is_missing,is_illegible,"Christened in the Parishes and Liberties of Westminster",is_missing,is_illegible,"Buried in the Parishes and Liberties of Westminster",is_missing,is_illegible,"Plague in the Parishes and Liberties of Westminster",is_missing,is_illegible
4470,1381,206,1,Millar-1718-1719-GeneralBill,,,16,,,December,,,1718,,,15,,,December,,,1719,,,28,,,101,,,16,,,74,,,1,,,13,,,21,,,38,,,70,,,38,,,10,,,38,,,61,,,51,,,145,,,16,,,13,,,23,,,26,,,7,,,50,,,1,,,12,,,165,,,21,,,14,,,32,,,58,,,24,,,22,,,36,,,28,,,9,,,12,,,67,,,31,,,21,,,41,,,23,,,4,,,27,,,60,,,49,,,51,,,20,,,16,,,19,,,43,,,37,,,8,,,0,,,16,,,23,,,34,,,28,,,30,,,7,,,0,,,40,,,17,,,42,,,23,,,0,,,18,,,14,,,34,,,25,,,13,,,52,,,6,,,0,,,34,,,35,,,10,,,24,,,39,,,15,,,23,,,7,,,14,,,24,,,4,,,17,,,16,,,44,,,14,,,37,,,1,,,,1,,6,,,40,,,14,,,37,,,120,,,17,,,21,,,20,,,24,,,1917,,,2870,,,,1,,1357,,,72,,,36,,,247,,,964,,,601,,,30,,,348,,,,1,,237,,,647,,,1589,,,1002,,,881,,,746,,,216,,,26,,,,1,,6188,,,8999,,,,1,,,1,,,1,,213,,,,1,,,1,,,1,,1737,,,177,,,400,,,510,,,259,,,515,,,849,,,,1,,638,,,,1,,209,,,377,,,1016,,,508,,,343,,,2750,,,6421,,,10501,,,,1,,491,,,523,,,,1,,1349,,,,1,,229,,,1956,,,110,,,,1,,1319,,,,1,,3887,,,5977,,,,1,
4471,1382,179,1,Millar-1719-1720-GeneralBill,,,15,,,December,,,1719,,,13,,,December,,,1720,,,34,,,104,,,11,,,53,,,0,,,17,,,13,,,32,,,69,,,36,,,17,,,51,,,56,,,29,,,126,,,9,,,16,,,24,,,17,,,11,,,36,,,3,,,10,,,186,,,15,,,11,,,31,,,72,,,17,,,26,,,35,,,35,,,9,,,14,,,69,,,31,,,23,,,34,,,18,,,2,,,16,,,51,,,59,,,42,,,12,,,5,,,37,,,43,,,23,,,5,,,0,,,20,,,17,,,41,,,31,,,24,,,2,,,0,,,29,,,4,,,37,,,17,,,0,,,5,,,10,,,46,,,8,,,11,,,29,,,8,,,0,,,31,,,31,,,19,,,30,,,35,,,11,,,17,,,16,,,16,,,34,,,2,,,22,,,15,,,47,,,11,,,33,,,2,,,,1,,5,,,38,,,30,,,28,,,99,,,17,,,25,,,24,,,13,,,1898,,,2686,,,,1,,1296,,,60,,,24,,,208,,,819,,,516,,,17,,,357,,,,1,,230,,,499,,,1481,,,786,,,771,,,728,,,250,,,27,,,,1,,5931,,,8069,,,,1,,,1,,,1,,263,,,,1,,,1,,,1,,1747,,,173,,,313,,,413,,,169,,,454,,,664,,,,1,,484,,,,1,,207,,,322,,,884,,,442,,,229,,,2257,,,5901,,,9021,,,,1,,434,,,522,,,,1,,1196,,,,1,,243,,,1927,,,146,,,,1,,1210,,,,1,,3749,,,5678,,,,1,
4472,1383,180,1,Millar-1720-1721-GeneralBill,,,13,,,December,,,1720,,,12,,,December,,,1721,,,31,,,76,,,14,,,57,,,0,,,20,,,12,,,26,,,64,,,23,,,15,,,43,,,47,,,40,,,122,,,14,,,24,,,19,,,24,,,16,,,36,,,1,,,12,,,149,,,22,,,18,,,25,,,84,,,14,,,21,,,38,,,27,,,7,,,16,,,57,,,35,,,25,,,39,,,15,,,5,,,25,,,49,,,63,,,43,,,14,,,7,,,21,,,42,,,30,,,11,,,0,,,9,,,25,,,31,,,41,,,20,,,5,,,0,,,33,,,12,,,22,,,16,,,0,,,12,,,10,,,29,,,18,,,15,,,34,,,10,,,0,,,30,,,30,,,26,,,32,,,42,,,5,,,14,,,13,,,7,,,17,,,5,,,14,,,14,,,45,,,5,,,48,,,3,,,,1,,7,,,38,,,35,,,15,,,96,,,17,,,20,,,11,,,19,,,1871,,,2588,,,,1,,1221,,,52,,,30,,,191,,,816,,,544,,,18,,,306,,,,1,,306,,,552,,,1419,,,929,,,775,,,681,,,240,,,25,,,,1,,5944,,,8000,,,,1,,,1,,,1,,222,,,,1,,,1,,,1,,1698,,,172,,,348,,,458,,,194,,,,1,,697,,,,1,,458,,,,1,,,1,,350,,,937,,,526,,,278,,,2543,,,6462,,,9564,,,,1,,409,,,561,,,,1,,1379,,,,1,,253,,,1969,,,141,,,,1,,1278,,,,1,,4093,,,5990,,,,1,
4473,1384,220,1,Millar-1721-1722-GeneralBill,,,12,,,December,,,1721,,,11,,,December,,,1722,,,26,,,82,,,12,,,42,,,0,,,17,,,20,,,24,,,39,,,39,,,9,,,48,,,46,,,48,,,158,,,8,,,14,,,18,,,14,,,14,,,56,,,0,,,6,,,130,,,17,,,16,,,30,,,62,,,24,,,24,,,38,,,22,,,7,,,17,,,65,,,33,,,34,,,39,,,29,,,7,,,20,,,41,,,43,,,52,,,27,,,8,,,28,,,52,,,33,,,8,,,0,,,16,,,27,,,26,,,18,,,25,,,9,,,0,,,23,,,11,,,34,,,24,,,0,,,16,,,9,,,31,,,11,,,8,,,36,,,12,,,0,,,36,,,27,,,25,,,34,,,29,,,10,,,16,,,11,,,12,,,35,,,1,,,18,,,11,,,34,,,6,,,32,,,6,,,,1,,3,,,33,,,28,,,17,,,94,,,13,,,15,,,15,,,12,,,1802,,,2555,,,,1,,1219,,,70,,,43,,,235,,,847,,,648,,,29,,,331,,,,1,,213,,,536,,,1571,,,904,,,788,,,786,,,156,,,30,,,,1,,6280,,,8406,,,,1,,,1,,,1,,242,,,,1,,,1,,,1,,1528,,,163,,,275,,,510,,,209,,,404,,,757,,,,1,,483,,,,1,,171,,,277,,,943,,,412,,,286,,,2491,,,6332,,,9151,,,,1,,354,,,509,,,,1,,1281,,,,1,,255,,,1910,,,171,,,,1,,1158,,,,1,,3905,,,5683,,,,1,
4474,1385,222,1,Millar-1722-1723-GeneralBill,,,11,,,December,,,1722,,,10,,,December,,,1723,,,36,,,97,,,12,,,71,,,0,,,19,,,20,,,20,,,60,,,42,,,19,,,50,,,67,,,43,,,138,,,9,,,18,,,17,,,15,,,19,,,46,,,1,,,5,,,177,,,14,,,16,,,23,,,92,,,28,,,25,,,36,,,27,,,9,,,17,,,56,,,31,,,37,,,39,,,27,,,11,,,23,,,59,,,73,,,50,,,26,,,8,,,29,,,35,,,33,,,8,,,0,,,14,,,25,,,21,,,21,,,26,,,5,,,0,,,43,,,13,,,51,,,20,,,1,,,17,,,10,,,33,,,14,,,22,,,42,,,1,,,1,,,30,,,32,,,29,,1,39,,,35,,,17,,,25,,,21,,,12,,,28,,,4,,,18,,,13,,,55,,,11,,,36,,,1,,,,1,,9,,,41,,,26,,,19,,,110,,,15,,,20,,,22,,,15,,,1868,,,2896,,,,1,,1315,,,56,,,33,,,218,,,988,,,621,,,34,,,290,,,,1,,236,,,574,,,1865,,,1016,,,971,,,887,,,228,,,46,,,,1,,6643,,,9378,,,,1,,,1,,,1,,248,,,,1,,,1,,,1,,1710,,,204,,,356,,,555,,,234,,,515,,,824,,,,1,,583,,,,1,,234,,,322,,,1083,,,553,,,284,,,2965,,1,6778,,,10670,,,,1,,402,,,549,,,,1,,1415,,,,1,,280,,,2074,,,177,,,,1,,1356,,,,1,,3914,,,6253,,,,1,
4475,1386,223,1,Millar-1723-1724-GeneralBill,,,10,,,December,,,1723,,,15,,,December,,,1724,,,25,,,76,,,11,,,45,,,0,,,16,,,18,,,6,,,65,,,29,,,6,,,39,,,53,,,36,,,132,,,16,,,22,,,22,,,14,,,15,,,35,,,2,,,10,,,186,,,20,,,12,,,28,,,57,,,24,,,24,,,35,,,20,,,8,,,18,,,50,,,37,,,37,,,39,,,24,,,2,,,25,,,57,,,53,,,55,,,14,,,5,,,20,,,35,,,39,,,6,,,0,,,16,,,29,,,19,,,31,,,25,,,4,,,0,,,32,,,5,,,50,,,15,,,0,,,15,,,12,,,35,,,9,,,15,,,42,,,17,,,0,,,21,,,32,,,20,,,34,,,32,,,21,,,15,,,19,,,14,,,34,,,5,,,9,,,7,,,63,,,9,,,35,,,4,,,,1,,7,,,33,,,19,,,34,,,91,,,19,,,26,,,7,,,14,,,1927,,,2618,,,,1,,1090,,,62,,,33,,,198,,,874,,,593,,1,35,,,352,,,,1,,223,,,516,,,1609,,,907,,,804,,,731,,,250,,,26,,,,1,,6499,,,8303,,,,1,,,1,,,1,,234,,,,1,,,1,,,1,,1505,,,174,,,314,,,444,,,200,,,370,,,765,,,,1,,524,,,,1,,218,,,319,,,935,,,492,,,249,,,2585,,,6973,,,9328,,,,1,,364,,,523,,,,1,,1244,,,,1,,259,,,1962,,,161,,,,1,,1190,,,,1,,3971,,,5703,,,,1,
4476,1387,207,1,Millar-1724-1725-GeneralBill,,,15,,,December,,,1724,,,14,,,December,,,1725,,,38,,,95,,,11,,,55,,,0,,,24,,,21,,,26,,,50,,,48,,,11,,,41,,,54,,,45,,,145,,,15,,,15,,,17,,,28,,,10,,,39,,,4,,,11,,,170,,,9,,,12,,,28,,,87,,,17,,,27,,,30,,,22,,,1,,,17,,,59,,,35,,,28,,,42,,,23,,,4,,,18,,,48,,,76,,,44,,,12,,,5,,,39,,,34,,,18,,,2,,,0,,,14,,,21,,,18,,,22,,,30,,,4,,,0,,,25,,,16,,,44,,,9,,,0,,,16,,,15,,,28,,,10,,,6,,,47,,,10,,,0,,,31,,,23,,,18,,,38,,,23,,,7,,,9,,,25,,,9,,,27,,,7,,,14,,,8,,,39,,,4,,,34,,,2,,,,1,,7,,,39,,,19,,,23,,,74,,,21,,,27,,,17,,,17,,,1822,,,2607,,,,1,,1166,,,48,,,30,,,236,,,843,,,504,,,36,,,350,,,,1,,230,,,492,,,1631,,,848,,,681,,,740,,,268,,,20,,,,1,,6320,,,8123,,,,1,,,1,,,1,,257,,,,1,,,1,,,1,,1554,,,171,,,357,,,477,,,209,,,384,,,761,,,,1,,473,,,,1,,140,,,274,,,905,,,445,,,244,,,2511,,,6890,,,9162,,,,1,,414,,,577,,,,1,,1390,,,,1,,257,,,1643,,,130,,,,1,,1220,,,,1,,3827,,,5631,,,,1,
4477,1388,208,1,Millar-1725-1726-GeneralBill,,,14,,,December,,,1725,,,13,,,December,,,1726,,,32,,,111,,,10,,,51,,,0,,,25,,,11,,,31,,,60,,,38,,,21,,,64,,,71,,,36,,,175,,,13,,,19,,,21,,,19,,,15,,,56,,,3,,,6,,,198,,,22,,,19,,,36,,,84,,,30,,,24,,,46,,,29,,,8,,,17,,,54,,,42,,,32,,,44,,,20,,,4,,,18,,,57,,,79,,,63,,,18,,,11,,,38,,,28,,,26,,,13,,,0,,,15,,,31,,,32,,,30,,,30,,,5,,,0,,,49,,,10,,,56,,,2,,,0,,,18,,,18,,,16,,,21,,,6,,,38,,,7,,,0,,,48,,,38,,,39,,,42,,,46,,,6,,,14,,,45,,,16,,,35,,,6,,,20,,,12,,,37,,,5,,,40,,,1,,,,1,,11,,,36,,,24,,,22,,,82,,,26,,,15,,,26,,,19,,,1982,,,3043,,,,1,,1271,,,73,,,55,,,280,,,965,,,659,,,39,,,352,,,,1,,272,,,615,,,1779,,,1070,,,983,,,850,,,248,,,25,,,,1,,6157,,,9536,,,,1,,,1,,,1,,275,,,,1,,,1,,,1,,1669,,,229,,,343,,,643,,,221,,,484,,,884,,,,1,,483,,,,1,,228,,,354,,,1209,,,573,,,273,,,2978,,,6919,,,10846,,,,1,,558,,,661,,,,1,,1498,,,,1,,296,,,1822,,,102,,,,1,,1223,,,,1,,3750,,,6222,,,,1,
4498,1389,238,1,Millar-1726-1727-GeneralBill,,,14,,,December,,,1726,,,12,,,December,,,1727,,,31,,,97,,,9,,,62,,,0,,,30,,,30,,,28,,,46,,,39,,,15,,,54,,,66,,,54,,,149,,,9,,,19,,,23,,,17,,,8,,,47,,,3,,,4,,,203,,,15,,,19,,,23,,,79,,,21,,,26,,,42,,,36,,,8,,,21,,,52,,,37,,,29,,,43,,,32,,,3,,,23,,,49,,,70,,,29,,,18,,,8,,,30,,,29,,,39,,,7,,,0,,,19,,,21,,,28,,,27,,,24,,,4,,,0,,,26,,,9,,,48,,,11,,,0,,,29,,,14,,,34,,,11,,,14,,,38,,,14,,,0,,,26,,,33,,,17,,,33,,,26,,,9,,,18,,,11,,,14,,,38,,,4,,,8,,,12,,,43,,,4,,,34,,,7,,,,1,,5,,,41,,,25,,,15,,,61,,,19,,,16,,,13,,,20,,,1843,,,2754,,,,1,,1219,,,64,,,26,,,268,,,960,,,620,,,40,,,333,,,,1,,199,,,459,,,1796,,,921,,,748,,,788,,,270,,,22,,,,1,,5933,,,8733,,,,1,,,1,,,1,,225,,,,1,,,1,,,1,,1623,,,237,,,370,,,578,,,216,,,487,,,962,,,,1,,501,,,,1,,246,,,341,,,1161,,,731,,,325,,,3150,,,6763,,,11153,,,,1,,512,,,601,,,,1,,1421,,,,1,,257,,,1560,,,117,,,45,,,1265,,,,1,,3713,,,5778,,,,1,
4499,1390,239,1,Millar-1727-1728-GeneralBill,,,11,,,December,,,1727,,,10,,,December,,,1728,,,27,,,70,,,13,,,61,,,0,,,25,,,21,,,19,,,40,,,39,,,14,,,39,,,67,,,36,,,167,,,5,,,22,,,21,,,17,,,17,,,38,,,1,,,5,,,185,,,21,,,20,,,30,,,80,,,21,,,30,,,39,,,28,,,20,,,16,,,60,,,25,,,31,,,25,,,31,,,6,,,21,,,69,,,79,,,42,,,14,,,12,,,31,,,48,,,19,,,6,,,0,,,16,,,24,,,37,,,18,,,31,,,5,,,0,,,37,,,9,,,41,,,17,,,0,,,25,,,14,,,30,,,22,,,20,,,35,,,3,,,0,,,29,,,52,,,14,,,41,,,30,,,17,,,23,,,13,,,19,,,35,,,3,,,24,,,6,,,54,,,4,,,50,,,1,,,,1,,4,,,49,,,15,,,24,,,48,,,16,,,23,,,11,,,31,,,1574,,,2793,,,,1,,1245,,,45,,,35,,,248,,,833,,,564,,,35,,,387,,,,1,,262,,,592,,,1694,,,877,,,888,,,784,,,371,,,34,,,,1,,5570,,,8894,,,,1,,,1,,,1,,213,,,,1,,,1,,,1,,1481,,,217,,,324,,,621,,,198,,,553,,,858,,,,1,,516,,,,1,,269,,,382,,,1085,,,623,,,310,,,2812,,,6027,,,10462,,,,1,,463,,,582,,,,1,,1409,,,,1,,283,,,1600,,,73,,,106,,,1145,,,,1,,3481,,,5661,,,,1,
4500,1391,201,1,Millar-1728-1729-GeneralBill,,,10,,,December,,,1728,,,9,,,December,,,1729,,,32,,,66,,,11,,,64,,,0,,,28,,,23,,,26,,,37,,,44,,,13,,,45,,,43,,,50,,,171,,,11,,,17,,,26,,,26,,,7,,,40,,,1,,,9,,,217,,,20,,,17,,,30,,,79,,,27,,,28,,,36,,,26,,,14,,,9,,,78,,,15,,,40,,,37,,,17,,,4,,,20,,,47,,,85,,,48,,,12,,,10,,,29,,,50,,,28,,,7,,,0,,,16,,,20,,,46,,,28,,,26,,,3,,,0,,,46,,,17,,,36,,,21,,,0,,,19,,,8,,,22,,,22,,,8,,,34,,,10,,,0,,,33,,,36,,,22,,,34,,,35,,,14,,,11,,,9,,,7,,,25,,,4,,,19,,,9,,,49,,,4,,,52,,,3,,,14,,,4,,,41,,,20,,,12,,,101,,,14,,,20,,,17,,,18,,,1703,,,2826,,,,1,,1447,,,67,,,35,,,245,,,906,,,585,,,36,,,339,,,,1,,243,,,536,,,1771,,,936,,,883,,,866,,,352,,,37,,,,1,,5504,,,9284,,,,1,,,1,,355,,,226,,,,1,,374,,,227,,,1650,,,200,,,365,,,611,,,249,,,478,,,814,,,,1,,582,,,,1,,211,,,353,,,1307,,,538,,,300,,,2327,,,6405,,,11247,,,,1,,527,,,695,,,,1,,1580,,,,1,,257,,,1283,,,99,,,107,,,1276,,,,1,,3448,,,6367,,,,1,
4501,1392,202,1,Millar-1729-1730-GeneralBill,,,9,,,December,,,1729,,,15,,,December,,,1730,,,26,,,92,,,13,,,59,,,0,,,17,,,17,,,21,,,56,,,37,,,21,,,43,,,46,,,47,,,161,,,8,,,18,,,26,,,20,,,13,,,44,,,1,,,7,,,168,,,19,,,18,,,33,,,76,,,21,,,21,,,38,,,20,,,11,,,20,,,72,,,33,,,27,,,23,,,27,,,1,,,26,,,50,,,59,,,38,,,19,,,10,,,22,,,42,,,21,,,3,,,0,,,23,,,21,,,33,,,26,,,32,,,7,,,0,,,29,,,11,,,58,,,27,,,0,,,16,,,10,,,23,,,12,,,9,,,35,,,10,,,0,,,31,,,25,,,18,,,28,,,35,,,16,,,18,,,15,,,13,,,15,,,2,,,15,,,7,,,52,,,8,,,29,,,5,,,14,,,13,,,36,,,24,,,12,,,65,,,14,,,23,,,18,,,10,,,1564,,,2654,,,,1,,1142,,,52,,,36,,,248,,,827,,,638,,,33,,,321,,,,1,,183,,,377,,,1562,,,829,,,772,,,740,,,271,,,25,,,,1,,5585,,,8056,,,,1,,49,,,683,,,261,,,,1,,792,,,196,,,1403,,,209,,,330,,,529,,,206,,,436,,,810,,,,1,,532,,,,1,,193,,,295,,,1184,,,487,,,321,,,1160,,,6082,,,10076,,,,1,,479,,,545,,,521,,,1300,,,,1,,238,,,1495,,,83,,,117,,,1300,,,,1,,3687,,,5957,,,,1,
4502,1393,203,1,Millar-1730-1731-GeneralBill,,,15,,,December,,,1730,,,14,,,December,,,1731,,,21,,,65,,,15,,,52,,,0,,,20,,,15,,,24,,,39,,,39,,,11,,,38,,,64,,,36,,,141,,,12,,,14,,,21,,,22,,,10,,,31,,,6,,,6,,,117,,,16,,,14,,,28,,,48,,,16,,,23,,,34,,,28,,,12,,,14,,,48,,,26,,,24,,,18,,,31,,,1,,,14,,,39,,,69,,,29,,,15,,,9,,,29,,,42,,,21,,,3,,,0,,,12,,,29,,,36,,,19,,,23,,,10,,,0,,,36,,,12,,,43,,,18,,,0,,,22,,,10,,,22,,,14,,,10,,,38,,,11,,,0,,,27,,,32,,,24,,,34,,,26,,,11,,,14,,,13,,,11,,,29,,,4,,,9,,,7,,,37,,,6,,,37,,,5,,,,1,,8,,,24,,,19,,,16,,,58,,,23,,,13,,,7,,,17,,,1593,,,2346,,,,1,,1233,,,57,,,34,,,229,,,850,,,525,,,27,,,298,,,,1,,188,,,368,,,1585,,,937,,,761,,,663,,,261,,,20,,,,1,,5809,,,8036,,,,1,,184,,,576,,,209,,,255,,,631,,,206,,,945,,,188,,,317,,,608,,,190,,,417,,,754,,,,1,,487,,,,1,,200,,,359,,,1133,,,505,,,268,,,1009,,,6470,,,9441,,,,1,,480,,,519,,,369,,,1173,,,80,,,210,,,1389,,,66,,,99,,,1054,,,,1,,3958,,,5439,,,,1,
4503,1394,212,1,Millar-1731-1732-GeneralBill,,,14,,,December,,,1731,,,12,,,December,,,1732,,,27,,,62,,,22,,,56,,,0,,,19,,,19,,,17,,,34,,,37,,,13,,,30,,,48,,,30,,,117,,,16,,,16,,,16,,,19,,,11,,,39,,,1,,,4,,,121,,,15,,,13,,,17,,,60,,,9,,,26,,,44,,,22,,,11,,,11,,,45,,,26,,,29,,,11,,,20,,,5,,,15,,,52,,,59,,,42,,,7,,,11,,,32,,,31,,,23,,,11,,,0,,,11,,,18,,,26,,,11,,,32,,,6,,,0,,,33,,,11,,,36,,,17,,,0,,,5,,,9,,,21,,,17,,,9,,,42,,,2,,,1,,,29,,,28,,,19,,,33,,,31,,,6,,,14,,,9,,,9,,,29,,,3,,,9,,,5,,,51,,,5,,,35,,,2,,,,1,,3,,,30,,,10,,,10,,,64,,,16,,,19,,,6,,,21,,,1551,,,2224,,,,1,,978,,,50,,,24,,,173,,,826,,,503,,,32,,,287,,,,1,,184,,,349,,,1305,,,773,,,685,,,612,,,199,,,14,,,,1,,5874,,,6994,,,,1,,145,,,557,,,177,,,407,,,631,,,212,,,786,,,164,,,320,,,404,,,199,,,459,,,688,,,,1,,464,,,,1,,186,,,283,,,1050,,,442,,,258,,,910,,,6345,,,8742,,,,1,,455,,,480,,,363,,,1114,,,221,,,260,,,1350,,,76,,,101,,,978,,,,1,,4018,,,5398,,,,1,
