,,Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week Number,is_missing,is_illegible,Unique Identifier,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End Month,is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,Chicken Pox,is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,Drowned (Descriptive Text),is_missing,is_illegible,Executed,is_missing,is_illegible,Executed (Descriptive Text),is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,Flox and Small-Pox,is_missing,is_illegible,Flox and Small-Pox (Descriptive Text),is_missing,is_illegible,Flux,is_missing,is_illegible,Found dead,is_missing,is_illegible,Found Dead (Descriptive Text),is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,Griping in the Guts,is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,Hooping Cough,is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,Kings Evil,is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,Lunatick and Frenzy,is_missing,is_illegible,Malignant Fever,is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,Noli me tangere,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,Rising of the Lights,is_missing,is_illegible,Running of the Reins,is_missing,is_illegible,Rupture,is_missing,is_illegible,Scald Head,is_missing,is_illegible,Scarlet Fever,is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,St. Anthony's Fire,is_missing,is_illegible,Starved,is_missing,is_illegible,Starved (Description),is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,Stopping of the Stomach,is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,Swelling in the Throat,is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,Twisting of the Guts,is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,Water in the Head,is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,Killed (Descriptive Text),is_missing,is_illegible,Suicide,is_missing,is_illegible,Suicide (Descriptive Text),is_missing,is_illegible,Other,is_missing,is_illegible,Other (Descriptive Text),is_missing,is_illegible,Christened (Male),is_missing,is_illegible,Christened (Female),is_missing,is_illegible,Christened (In All),is_missing,is_illegible,Buried (Male),is_missing,is_illegible,Buried (Female),is_missing,is_illegible,Buried (All),is_missing,is_illegible,Plague Deaths,is_missing,is_illegible,Increase/Decrease in Burials,is_missing,is_illegible,Increase/Decrease in Plague Deaths,is_missing,is_illegible,Parishes Clear of the Plague,is_missing,is_illegible,Parishes Infected (with Plague),is_missing,is_illegible
BL-1687-10-verso,TRUE,31059,38308,10970,1,1687,,,10,,,BL-1687-10-verso,,,14,,,February,,,21,,,February,,,1,,,44,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,109,,,94,,,,1,,,1,,,1,,20,,,3,,,"Drowned 3. one at S. Mary Hill, one at Lambeth, and one in a Tub of Water at S. Martin in the Fields 3. ",,,,1,,,1,,,1,,72,,,,1,,40,,,flox 0; small-pox 40,,,,1,,2,,,Found dead at S. Lawrence Jewry 1; Found furthered at S. Giles in the Fields 1. ,,,3,,,,1,,,1,,,1,,,1,,2,,,39,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,3,,,,1,,,1,,,1,,,1,,,1,,,,,3,,,,1,,,1,,1,,,8,,,,1,,,1,,,1,,20,,,2,,,13,,,,1,,,1,,2,,,11,,,,1,,,1,,40,,,,1,,18,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,3,,,"Kild 3. one by a Fall down Stairs at S. Dunstan Stepney, one by the Fall from a Horse at S. Clement Danes, and one by a Cart at S. Martin in the Fields 3. ",,,,1,,,1,,,1,,,1,,157,,,151,,,308,,,303,,,277,,,580,,,0,,,113,,,,1,,134,,,0,,
BL-1687-11-verso,TRUE,31060,38309,10971,1,1687,,,11,,,BL-1687-11-verso,,,21,,,February,,,28,,,February,,,2,,,26,,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,1,,,67,,,84,,,,1,,,1,,,1,,17,,,,1,,,1,,,1,,,1,,,1,,69,,,,1,,21,,,flox 0; small-pox 21,,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,1,,,36,,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,1,,,8,,,1,,,,1,,,1,,7,,,,1,,,1,,38,,,1,,,10,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Kild 3. one by a Fall from a Lay stall at S. Andrew Wardrobe, one by a Fall out of a Window at S. James Garrick-hith, and one at S. Martin in the Fields 3. ",,,,1,,,1,,,1,,,1,,150,,,143,,,293,,,210,,,229,,,439,,,0,,,-141,,,,1,,134,,,0,,
BL-1687-12-verso,TRUE,31061,38310,10972,1,1687,,,12,,,BL-1687-12-verso,,,28,,,February,,,6,,,March,,,5,,,46,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,76,,,94,,,,1,,,1,,,1,,17,,,,1,,,1,,,1,,,1,,,1,,59,,,,1,,34,,,flox 0; small-pox 34,,,,1,,,1,,,1,,5,,,,1,,1,,,,1,,,1,,1,,,23,,,,1,,1,,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,6,,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,8,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,10,,,2,,,15,,,,1,,,1,,,1,,3,,,,1,,,1,,31,,,2,,,7,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,"Kild 3. one by a Fall at S. Sepulchres, one by a Fall off a Dung hil at S. Dunstan West, and one with a Sword at S. Paul Covent Garden 3; Murthered at S. James Westminster 1. ",,,1,,,"Stab'd herself, being distracted, at S. James, Dukes Place 1. ",,,,1,,,1,,161,,,162,,,323,,,241,,,236,,,477,,,0,,,38,,,,1,,134,,,0,,
BL-1687-13-verso,TRUE,31062,38311,10973,1,1687,,,13,,,BL-1687-13-verso,,,6,,,March,,,13,,,March,,,3,,,32,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,1,,1,,,1,,4,,,2,,,,1,,1,,,76,,,93,,,,1,,,1,,,1,,17,,,,1,,,1,,,1,,,1,,,1,,67,,,,1,,32,,,flox 0; small-pox 32,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,30,,,,1,,,1,,,1,,,1,,,1,,4,,,4,,,,1,,,1,,4,,,,1,,3,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,8,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,13,,,,1,,9,,,,1,,,1,,1,,,7,,,,1,,,1,,31,,,1,,,12,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,"Kild 3. one at S. Martin in the Fields, one by the Fall from a Ladder at Lambeth, and one by a Fall from a Ship at S. Mary Whitechappel 3. ",,,1,,,"Hanged herself, being distracted, at S. Botolph Aldgate 1. ",,,,1,,,1,,151,,,149,,,300,,,250,,,238,,,488,,,0,,,11,,,,1,,134,,,0,,
BL-1687-14-verso,TRUE,31063,38312,10974,1,1687,,,14,,,BL-1687-14-verso,,,13,,,March,,,20,,,March,,,,1,,32,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,4,,,2,,,,1,,,1,,90,,,86,,,,1,,,1,,,1,,27,,,1,,,Drown'd at S. Kathar. Tower 1. ,,,,1,,,1,,,1,,59,,,,1,,33,,,flox 0; small-pox 33,,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,,1,,28,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,4,,,,1,,3,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,5,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,5,,,1,,,14,,,,1,,,1,,,1,,3,,,,1,,,1,,25,,,2,,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Kild 2. one by a Fall at S. Dunstan East, and one by an accidental Fall down Stairs at S. Ann Blackfriars 2; Murthered at S. Martin in the fields 2. ",,,1,,,"Hanged herself, being distracted, at S. Paul Shadwel 1. ",,,,1,,,1,,165,,,155,,,320,,,224,,,246,,,470,,,0,,,-18,,,,1,,134,,,0,,
BL-1687-15-verso,TRUE,30862,38261,10819,1,1687,,,15,,,BL-1687-15-verso,,,22,,,March,,,29,,,March,,,2,,,30,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,8,,,3,,,,1,,,1,,66,,,67,,,,1,,,1,,,1,,18,,,,1,,,1,,,1,,,1,,,1,,41,,,,1,,16,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,30,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,3,,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,11,,,1,,,16,,1,,1,,,1,,2,,,2,,,,1,,,1,,10,,1,,1,,3,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Kild 2. one at S. Martin in the Fields, and one by a Fall from the top of a House at S. Andrew Holborn;",,,,1,,,1,,,1,,,1,,145,,,141,,,286,,,181,,,188,,,369,,,0,,,4,,,,1,,134,,,0,,
BL-1687-16-verso,TRUE,30863,38262,10817,1,1687,,,16,,,BL-1687-16-verso,,,29,,,March,,,5,,,April,,,4,,,36,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,3,,,1,,,,1,,,1,,73,,,77,,,,1,,,1,,,1,,20,,,,1,,,1,,,1,,,1,,,1,,56,,,1,,,23,,,,1,,,1,,2,,,Found dead 2. one in the Fields at S. Giles Cripplegate; and one in a Ditch at S. Mary Whitechappel,,,3,,,,1,,,1,,,1,,,1,,,1,,34,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,7,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,7,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,8,,,1,,,8,,,,1,,,1,,,1,,4,,,,1,,,1,,28,,,7,,,4,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,9,,,Burnt accidentally at S. Giles Cripplegate 7; Cut of the Stone 1; Kild by a Fall out of a Window at S. Martin in the Fields 1,,,163,,,159,,,322,,,231,,,209,,,440,,,0,,,71,,,,1,,134,,,0,,
BL-1687-17-verso,TRUE,30864,38263,10818,1,1687,,,17,,,BL-1687-17-verso,,,5,,,April,,,12,,,April,,,4,,,29,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,9,,,1,,,,1,,3,,,65,,,93,,,,1,,,1,,,1,,18,,,1,,,Drowned at S. Dunstan Stepny,,,,1,,,1,,,1,,57,,,1,,,20,,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,34,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,12,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,6,,,1,,,10,,,,1,,,1,,4,,,3,,,,1,,,1,,17,,,,1,,2,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild by a Fall from a Ship at S. Dunstan Stepny,,,138,,,139,,,277,,,211,,,201,,,412,,,0,,,-28,,,,1,,134,,,0,,
BL-1687-18-verso,TRUE,30865,38264,10820,1,1687,,,18,,,BL-1687-18-verso,,,12,,,April,,,19,,,April,,,3,,,30,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,8,,,4,,,,1,,,1,,81,,,72,,,,1,,,1,,,1,,15,,,1,,,Drown'd at S. Kathar. Tower 1,,,4,,,,,,,1,,48,,,2,,,19,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,38,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,1,,,,1,,4,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,7,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,17,,,2,,,7,,,,1,,,1,,3,,,5,,,,1,,,1,,24,,,,1,,3,,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,"Hanged himself, being distracted, at S. Dunstan Stepny",,,5,,,Burnt accidentally at S. Giles Cripplegate 3; Bruised 1; Kild by the Fall of a House at S. Saviour Southwark,,,152,,,140,,,292,,,232,,,201,,,433,,,0,,,21,,,,1,,134,,,0,,
BL-1687-19-verso,TRUE,30866,38265,10872,1,1687,,,19,,,BL-1687-19-verso,,,19,,,April,,,25,,,April,,,3,,,28,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,6,,,3,,,,1,,1,,,75,,,76,,,,1,,,1,,,1,,16,,,2,,,"Drowned 2. one at Lambeth, and one at S. James Westminster;",,,,1,,,1,,,1,,44,,,,1,,16,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,34,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,12,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,10,,,,1,,11,,,,1,,,1,,1,,,4,,,,1,,,1,,16,,,,1,,4,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Burnt accidentally at S. Margaret Westminster 1;,,,151,,,130,,,281,,,185,,,199,,,384,,,0,,,-49,,,,1,,134,,,0,,
BL-1687-20-verso,TRUE,30867,38266,10873,1,1687,,,20,,,BL-1687-20-verso,,,16,,,April,,,3,,,May,,,1,,,19,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,3,,,,1,,,1,,62,,,69,,,,1,,,1,,1,,,17,,,1,,,Drown'd at S. Kathar. Tower 1;,,,,1,,,1,,,1,,51,,,,1,,12,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,24,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,5,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,13,,,,1,,5,,,,1,,,1,,2,,,5,,,,1,,,1,,18,,,1,,,2,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Murthered 2. one at S. James Westminster, and an Infant at S. Martin in the Fields;",,,1,,,"Cut her own Throat being distracted, at S. Dunstan Stepny 1;",,,1,,,Bedridden 1;,,,148,,,128,,,276,,,184,,,167,,,351,,,0,,,-33,,,,1,,134,,,0,,
BL-1687-21-verso,TRUE,30898,38267,10874,1,1687,,,21,,,BL-1687-21-verso,,,3,,,May,,,10,,,May,,,1,,,19,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,4,,,1,,,,1,,1,,,54,,,80,,,,1,,,1,,,1,,14,,,2,,,"Drowned 2. one at S. Mary Whitechappel, and one in a Tub at Rotherhith;",,,,1,,,1,,,1,,78,,,,1,,24,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,26,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,5,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,11,,,2,,,6,,,,1,,,1,,7,,,,1,,,1,,,1,,16,,,1,,,4,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Kild 2. one by a Fall from a House at S. Olave Silverstreet, and one by a fall from a Horse at S. Giles in the Fields;",,,148,,,131,,,279,,,204,,,190,,,394,,,0,,,43,,,,1,,134,,,0,,
BL-1687-22-verso,TRUE,30899,38268,10875,1,1687,,,22,,,BL-1687-22-verso,,,10,,,May,,,17,,,May,,,7,,,16,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,2,,,2,,,,1,,,1,,56,,,87,,,,1,,,1,,,1,,12,,,1,,,Drowned at S. Saviour Southwark 1;,,,,1,,,1,,,1,,44,,,1,,,12,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,39,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,7,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,8,,,,1,,7,,,,1,,,1,,2,,,6,,,,1,,,1,,27,,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild at S. Martin in the Fields 1;,,,1,,,Hanged herself being Distracted at S. Peter Paulswharf 1;,,,1,,,Frighted - 1;,,,129,,,111,,,240,,,178,,,188,,,366,,,0,,,-28,,,,1,,134,,,0,,
BL-1687-23-verso,TRUE,30900,38269,10876,1,1687,,,23,,,BL-1687-23-verso,,,17,,,May,,,24,,,May,,,4,,,24,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,5,,,,1,,,1,,,1,,52,,,71,,,,1,,,1,,,1,,13,,,2,,,"Drowned 2. one at S. Mary Whitechappel, and one accidentally in a Cistern of Water at S. Giles Cripplegate; ",,,,1,,,1,,,1,,49,,,1,,,20,,,,1,,,1,,,1,,,1,,4,,,,1,,3,,,1,,,,1,,,1,,31,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,8,,,3,,,,1,,3,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,13,,,4,,,9,,,,1,,,1,,3,,,3,,,,1,,,1,,27,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,5,,,"Kild...one at S. Mary Whitechappel, one with a Sword at S. Bridget; Murthered 3. one at S. Olave Southwark, and two at S. Martin in the Fields;",,,,1,,,1,,2,,,Chin-cough 1; Kild...one by the Fall of a Stack of Chymneys at S. Botolph Bishopsgate;,,,146,,,250,,,296,,,194,,,189,,,383,,,0,,,17,,,,1,,134,,,0,,
BL-1687-24-verso,TRUE,30901,38270,10877,1,1687,,,24,,,BL-1687-24-verso,,,24,,,May,,,31,,,May,,,2,,,19,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,2,,,,1,,,1,,64,,,83,,,,1,,,1,,,1,,20,,,1,,,Drowned...one at S. Kathar. Tower;,,,1,,,Executed 1;,,,,1,,59,,,,1,,16,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,35,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,11,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,7,,,1,,,6,,,,1,,,1,,,1,,6,,,,1,,,1,,14,,,2,,,3,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,Kild...one by a Nine-Pin Bowl at S. Paul Shadwell;,,,1,,,...one Drowned herself being distracted at S. Clement Danes;,,,3,,,Chin-cough 2; Kild one by the Kick of a Horse at S. Andrew Holborn;,,,141,,,153,,,294,,,201,,,195,,,396,,,0,,,13,,,,1,,134,,,0,,
BL-1687-25-verso,TRUE,30902,38271,10878,1,1687,,,25,,,BL-1687-25-verso,,,31,,,May,,,7,,,June,,,6,,,15,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,3,,,,1,,,1,,65,,,80,,,,1,,,1,,,1,,9,,,,1,,,1,,,1,,,1,,,1,,54,,,2,,,23,,,,1,,1,,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,35,,,,1,,1,,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,8,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,6,,,1,,,9,,,1,,,,1,,,1,,6,,,,1,,,1,,15,,,,1,,2,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,Burnt accidentally at S. Marg. Westminster 1;,,,143,,,136,,,279,,,215,,,157,,,372,,,0,,,-24,,,,1,,134,,,0,,
BL-1687-26-verso,TRUE,30903,38272,10879,1,1687,,,26,,,BL-1687-26-verso,,,7,,,June,,,14,,,June,,,1,,,23,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,,1,,,1,,44,,,53,,,,1,,,1,,,1,,8,,,1,,,Drowned at Alhallows Great 1;,,,,1,,,1,,,1,,55,,,,1,,26,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,31,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,9,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,8,,,2,,,7,,,,1,,,1,,,1,,9,,,,1,,,1,,16,,,1,,,2,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild....one accidental[?]y by a Cart at S. James Clerkenwell;,,,,1,,,1,,3,,,Chin-cough 1; Kild two at Martin in the Fields;,,,136,,,137,,,273,,,172,,,157,,,329,,,0,,,-43,,,,1,,134,,,0,,
