,,Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week Number,is_missing,is_illegible,Unique Identifier,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End Month,is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,Chicken Pox,is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,Drowned (Descriptive Text),is_missing,is_illegible,Executed,is_missing,is_illegible,Executed (Descriptive Text),is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,Flox and Small-Pox,is_missing,is_illegible,Flox and Small-Pox (Descriptive Text),is_missing,is_illegible,Flux,is_missing,is_illegible,Found dead,is_missing,is_illegible,Found Dead (Descriptive Text),is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,Griping in the Guts,is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,Hooping Cough,is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,Kings Evil,is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,Lunatick and Frenzy,is_missing,is_illegible,Malignant Fever,is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,Noli me tangere,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,Rising of the Lights,is_missing,is_illegible,Running of the Reins,is_missing,is_illegible,Rupture,is_missing,is_illegible,Scald Head,is_missing,is_illegible,Scarlet Fever,is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,St. Anthony's Fire,is_missing,is_illegible,Starved,is_missing,is_illegible,Starved (Description),is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,Stopping of the Stomach,is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,Swelling in the Throat,is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,Twisting of the Guts,is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,Water in the Head,is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,Killed (Descriptive Text),is_missing,is_illegible,Suicide,is_missing,is_illegible,Suicide (Descriptive Text),is_missing,is_illegible,Other,is_missing,is_illegible,Other (Descriptive Text),is_missing,is_illegible,Christened (Male),is_missing,is_illegible,Christened (Female),is_missing,is_illegible,Christened (In All),is_missing,is_illegible,Buried (Male),is_missing,is_illegible,Buried (Female),is_missing,is_illegible,Buried (All),is_missing,is_illegible,Plague Deaths,is_missing,is_illegible,Increase/Decrease in Burials,is_missing,is_illegible,Increase/Decrease in Plague Deaths,is_missing,is_illegible,Parishes Clear of the Plague,is_missing,is_illegible,Parishes Infected (with Plague),is_missing,is_illegible
BL-1688-25-verso,TRUE,31104,38323,10988,1,1688,,,25,,,BL-1688-25-verso,,,29,,,May,,,5,,,June,,,7,,,36,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,12,,,3,,,,1,,1,,,86,,,94,,,,1,,,1,,2,,,21,,,2,,,"Drowned 2. one at S. Kathar. Tower, and one at Lambeth 2. ",,,,1,,,1,,,1,,76,,,1,,,16,,,flox 0; small-pox 16,,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,52,,,,1,,,1,,,1,,,1,,,1,,2,,,5,,,,1,,,1,,3,,,,1,,3,,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,9,,,,1,,9,,,,1,,,1,,1,,,8,,,,1,,,1,,28,,,,1,,8,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,"Kild 2. one by an accidental Fall at S. Mary Abchurch,  one accidentally by a Cart at S. Dunstan Stepney 2; Murthered 2. one at Lambeth, and one at S. James Westminster 2. ",,,,1,,,1,,1,,,Frighted 1. ,,,132,,,147,,,279,,,256,,,262,,,518,,,0,,,150,,,,1,,134,,,0,,
BL-1688-26-verso,TRUE,31105,38324,10989,1,1688,,,26,,,BL-1688-26-verso,,,5,,,June,,,12,,,June,,,2,,,14,,1,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,8,,,2,,,,1,,,1,,87,,,96,,,,1,,,1,,,1,,23,,,1,,,Drowned at S. John at Hackney 1. ,,,1,,,Executed 1. ,,,,1,,101,,,2,,,19,,,flox 0; small-pox 19,,,1,,,,1,,,1,,3,,,,1,,,1,,3,,,,1,,,1,,44,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,15,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,14,,,2,,,5,,,,1,,,1,,,1,1,13,,,,1,,,1,,33,,,2,,,4,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,3,,,"Murthered 2. one at S. Mary Magdalen Bermondsey, and one at S. Margaret Westminster 2; Smothered in a House of Office at S. Mary Whitechappel 1. ",,,,1,,,1,,,1,,,1,,129,,,143,,,272,,,292,,,267,,,559,,,0,,,41,,,,1,,134,,,0,,
BL-1688-27-verso,TRUE,31106,38325,10999,1,1688,,,27,,,BL-1688-27-verso,,,12,,,June,,,19,,,June,,,2,,,25,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,70,,,88,,,,1,,,1,,,1,,14,,,2,,,"Drowned 2, one at S. Kathar. Tower, and one at S. Mary Whitechappel 2. ",,,1,,,Executed 1. ,,,,1,,65,,,,1,,12,,,flox 0; small-pox 12,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,29,,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,7,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,12,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,17,,,1,,,7,,,,1,,,1,,1,,,6,,,,1,,,1,,33,,,1,,,1,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,6,,,"Kild 4. one at Lambeth, one by a piece of Timber at S. Saviour Southw, one by the Wheel of a Cart at S. Dunstan Stepney, and one with a Musket at S. Mary Whitechappel 4; Murthered 2. one at S. Martin in the Fields, and one an Infant at S. James Westminster 2. ",,,2,,,"Cut her own Throat, being distracted at S. Giles in the Fields 1; Hanged himself at S. Mary Whitechappel 1. ",,,,1,,,1,,147,,,116,,,263,,,232,,,203,,,435,,,0,,,-124,,,,1,,134,,,0,,
BL-1688-28-verso,TRUE,31107,38326,11001,1,1688,,,28,,,BL-1688-28-verso,,,19,,,June,,,26,,,June,,,1,,,29,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,22,,,,1,,1,,,76,,,78,,,,1,,,1,,,1,,15,,,1,,,Drowned at S. Michael Queen-hith 1. ,,,1,,,Executed 1. ,,,,1,,66,,,,1,,22,,,flox 0; small-pox 22,,,,1,,1,,,"Found dead, an Infant, in a House of Office, at S. James Westminster 1. ",,,1,,,,1,,,1,,1,,,,1,,,1,,43,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,15,,,3,,,4,,,,1,,,1,,,1,,8,,,,1,,,1,,27,,,2,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Murthered 2. one at S. Sepulchres, and one at Christ Chur. in Surry 2. ",,,2,,,"Poisoned himself, being distracted, at S. James Westminster 1; Shot himself, being distracted, at S. Dunstan in the West 1. ",,,1,,,Burnt accidentally at S. Giles in the Fields 1. ,,,123,,,126,,,249,,,240,,,197,,,437,,,0,,,2,,,,1,,134,,,0,,
BL-1688-29-verso,TRUE,31138,38327,11010,1,1688,,,29,,,BL-1688-29-verso,,,26,,,June,,,3,,,July,,,,1,,21,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,9,,,3,,,,1,,,1,,55,,,73,,,,1,,,1,,,1,,11,,,5,,,"Drowned 5. one at S. John Evangelist, one at S. Olave Southwark, and three at S. Katherine Tower 5. ",,,,1,,,1,,,1,,50,,,1,,,14,,,flox 0; small-pox 14,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,29,,,,1,,1,,,,1,,,1,,,1,,2,,,6,,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,4,,,1,,,5,,,,1,,,1,,2,,,7,,,,1,,,1,,20,,,1,,,4,,,1,,,,1,,5,,,,1,,1,,,,1,,,1,,1,,,,1,,2,,,2,,,"Kild 2. one by a Cart at S. Dunstan Stepney, and one by a Fall from a Hay-Loft at S. Martin in the Fields 2. ",,,,1,,,1,,,1,,,1,,124,,,134,,,258,,,175,,,180,,,355,,,0,,,-82,,,,1,,134,,,0,,
BL-1688-30-verso,TRUE,31139,38328,11011,1,1688,,,30,,,BL-1688-30-verso,,,3,,,July,,,10,,,July,,,3,,,14,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,73,,,84,,,,1,,,1,,,1,,5,,,3,,,"Drowned 3. one at S. Olave Southwark, and two at S. Mary Magd. Bermondsey 5. ",,,,1,,,1,,,1,,59,,,1,,,7,,,flox 0; small-pox 7,,,1,,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,,1,,28,,,,1,,1,,,,1,,,1,,,1,,3,,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,8,,,2,,,5,,,,1,,,1,,2,,,5,,,,1,,,1,,9,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Kild 2. one with a piece of Timber at S. Giles Cripplegate, and one with a Pistol at S. Clement Danes 2; Murthered at S. James Garlickhith 1.  ",,,1,,,"Cut her own Throat, being distracted, at S. Saviour Southwark 1. ",,,,1,,,1,,152,,,140,,,292,,,184,,,169,,,353,,,0,,,-2,,,,1,,134,,,0,,
BL-1688-31-verso,TRUE,31140,38329,11012,1,1688,,,31,,,BL-1688-31-verso,,,10,,,July,,,17,,,July,,,1,,,22,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,7,,,2,,,,1,,,1,,50,,,94,,,,1,,,1,,,1,,10,,,4,,,"Drowned 4. one a S. Kath. Tower, one at S. Mary Whitechappel, one at S. Paul Shadwel, and one at S. Margaret Westminster 4. ",,,,1,,,1,,,1,,61,,,,1,,21,,,flox 0; small-pox 21,,,,1,,,1,,,1,,1,,,,1,,2,,,2,,,,1,,,1,,35,,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,10,,,,1,,5,,,,1,,,1,,1,,,5,,,,1,,,1,,17,,,,1,,,1,,1,,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,"Kild 4. one at S. Dunstan Stepney, one at S. Margaret Westminster, and two at S. Martin in the Fields 4. ",,,,1,,,1,,,1,,,1,,132,,,130,,,262,,,214,,,174,,,388,,,0,,,35,,,,1,,134,,,0,,
BL-1688-32-verso,TRUE,31141,38330,11013,1,1688,,,32,,,BL-1688-32-verso,,,17,,,July,,,24,,,July,,,2,,,21,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,8,,,5,,,,1,,78,,,1,,,90,,,,1,,,1,,,1,,17,,,4,,,"Drowned 4. one at S. Andrew Wardrobe, one at S. Dunstan Stepney, one at S. Katherine Tower, and one at S. Clement Danes 4. ",,,1,,,Executed 1. ,,,,1,,46,,,,1,,17,,,flox 0; small-pox 17,,,,1,,1,,,Found dead in Fleet-ditch at S. Ann Blackfriers 1. ,,,1,,,,1,,1,,,,1,,,1,,,1,,80,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,17,,,2,,,4,,,,1,,,1,,,1,,15,,,,1,,,1,,42,,,1,,,4,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,"Kild 3. one at S. Andrew Holborn, one accidentally at S. Mary Whitechappel, and one by a Sword at S. Katha-rine Tower 3. ",,,1,,,"Threw herself out of a Window, being distracted, at S. Mary Colechurch 1. ",,,,1,,,1,,174,,,148,,,322,,,259,,,232,,,491,,,0,,,103,,,,1,,134,,,0,,
BL-1688-33-verso,TRUE,31142,38331,11014,1,1688,,,33,,,BL-1688-33-verso,,,24,,,July,,,31,,,July,,,,1,,23,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,,1,,,1,,,1,,77,,,108,,,,1,,,1,,,1,,18,,,2,,,"Drowned 2. one at S. Dunstan Stepney, and one at S. Katharine Tower 2. ",,,,1,,,1,,,1,,68,,,,1,,20,,,flox 0; small-pox 20,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,86,,,,1,,1,,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,2,,,7,,,,1,,,1,,,1,,10,,,,1,,,1,,48,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,Kild at S. Dunstan Stepney 1. ,,,1,,,Poisoned himself at S. Giles in the Fields 1. ,,,,1,,,1,,128,,,154,,,282,,,261,,,249,,,510,,,0,,,19,,,,1,,134,,,0,,
BL-1688-34-verso,TRUE,31143,38332,11015,1,1688,,,34,,,BL-1688-34-verso,,,31,,,July,,,7,,,August,,,3,,,27,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,5,,,,1,,,1,,68,,,122,,,,1,,,1,,,1,,15,,,3,,,"Drowned 3. one at S. Olave Southwark, one at S. Saviour Southwark, and one at S. Paul Shadwel 3. ",,,,1,,,1,,,1,,61,,,,1,,25,,,flox 0; small-pox 25,,,1,,,2,,,"Found dead 2. one an Infant in a Common Sewer at S. Olave Southwark, and one in Fleet-ditch at S. Sepulchres 2. ",,,2,,,,1,,,1,,,1,,,1,,,1,,119,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,6,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,13,,,1,,,5,,,,1,,,1,,,1,,8,,,,1,,,1,,43,,,,1,,3,,,1,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,3,,,"Kild 3. one at S. Mary Magdalen Bermondsey, one at S. Martin in the Fields, and one by a Fall off a Horse at S. Margaret Westminster 3. ",,,,1,,,1,,,1,,,1,,155,,,141,,,296,,,283,,,274,,,557,,,0,,,47,,,,1,,134,,,0,,
BL-1688-35-verso,TRUE,31144,38333,11016,1,1688,,,35,,,BL-1688-35-verso,,,7,,,August,,,14,,,August,,,1,,,36,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,2,,,,1,,,1,,80,,,141,,,,1,,,1,,,1,,14,,,7,,,"Drowned 7. one at S. Ann Balckfriers, one at S. Christopher, one at S. Dunstan Stepny, two at S. Kath, Tower, one at S. Paul Shadwel, and one Drowned himself in a Common sewer at S. George Southwark 7. ",,,,1,,,1,,,1,,59,,,1,,,18,,,flox 0; small-pox 18,,,2,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,136,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,12,,,,1,,7,,,,1,,,1,,,1,,5,,,,1,,,1,,68,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,"Kild 3. one at S. Martin in the Fields, and two accidentally by the fall of Timber, viz, one at S. Nicholas Coleabby, and the other at S. Bennet Paulswharf 3. ",,,,1,,,1,,,1,,,1,,142,,,129,,,271,,,331,,,299,,,630,,,0,,,73,,,,1,,134,,,0,,
BL-1688-36-verso,TRUE,31145,38334,10990,1,1688,,,36,,,BL-1688-36-verso,,,14,,,August,,,21,,,August,,,2,,,12,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,7,,,,1,,,1,,1,,,58,,,130,,,,1,,,1,,,1,,10,,,1,,,Drowned at S. Olave Southwark 1;,,,2,,,Executed 2;,,,,1,,68,,,,1,,12,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,113,,,,1,,1,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,12,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,11,,,,1,,2,,,,1,,,1,,1,,,10,,,,1,,,1,,38,,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild...one with the Shot of a Pistol at S. Paul Covent Garden;,,,,1,,,1,,2,,,Broken-Leg 1; Kild...one by a Fall at S. Peter Cornhil;,,,151,,,148,,,299,,,262,,,256,,,518,,,0,,,-112,,,,1,,134,,,0,,
BL-1688-37-verso,TRUE,31146,38335,10991,1,1688,,,37,,,BL-1688-37-verso,,,21,,,August,,,28,,,August,,,2,,,18,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,11,,,2,,,,1,,,1,,61,,,120,,,,1,,,1,,,1,,12,,,2,,,"Drowned 2. one at S. Mary Magd. Bermondsey, and one accidentally in a Pond at Christchurch in Surrey;",,,,1,,,1,,,1,,54,,,,1,,17,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,2,,,,1,,,1,,90,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,10,,,1,,,1,,,,1,,,1,,1,,,9,,,,1,,,1,,45,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Kild 2. one at S. John at Hackney, and one at S. Mary Whitechappel;",,,,1,,,1,,,1,,,1,,133,,,128,,,261,,,240,,,243,,,483,,,0,,,-35,,,,1,,134,,,0,,
BL-1688-38-verso,TRUE,31147,38336,10994,1,1688,,,38,,,BL-1688-38-verso,,,28,,,August,,,4,,,September,,,3,,,14,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,11,,,3,,,,1,,,1,,70,,,109,,,,1,,,1,,,1,,16,,,1,,,"Drowned herself, being distracted, at S. Clement Danes 1;",,,,1,,,1,,,1,,78,,,1,,,16,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,98,,,,1,,1,,,,1,,,1,,,1,,3,,,2,,,,1,,,1,,3,,,,1,,5,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,10,,,1,,,6,,,,1,,,1,,2,,,4,,,,1,,,1,,46,,,2,,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,Hanged himself at S. Giles Cripplegate 1;,,,1,,,"Kild by an accidental Fall at Christ Church, London 1;",,,131,,,144,,,273,,,275,,,257,,,532,,,0,,,49,,,,1,,134,,,0,,
BL-1688-39-verso,TRUE,31178,38337,10995,1,1688,,,39,,,BL-1688-39-verso,,,4,,,September,,,11,,,September,,,2,,,23,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,2,,,,1,,,1,,68,,,112,,,,1,,,1,,,1,,11,,,,1,,,1,,1,,,Executed 1;,,,,1,,70,,,,1,,22,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,119,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,4,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,5,,,,1,,6,,,1,,,,1,,,1,,6,,,,1,,,1,,49,,,4,,,2,,,1,,,,1,,2,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,Kild by the Blow of a Hammer at S. Peter Paulswharf 1;,,,1,,,"Shot himself, being distracted, at S. Giles in the Fields 1;",,,,1,,,1,,142,,,137,,,279,,,269,,,278,,,547,,,0,,,15,,,,1,,134,,,0,,
BL-1688-40-verso,TRUE,31179,38338,10996,1,1688,,,40,,,BL-1688-40-verso,,,11,,,September,,,18,,,September,,,1,,,23,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,9,,,1,,,,1,,,1,,75,,,90,,,,1,,,1,,,1,,14,,,1,,,Drowned at S. Mary Sommerset 1;,,,,1,,,1,,,1,,58,,,2,,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,102,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,,1,,1,,1,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,10,,,2,,,9,,,,1,,,1,,1,,,7,,,,1,,,1,,25,,,,1,,4,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Stifled in a Chamber-Pot at S. James Westminster 1;,,,150,,,151,,,301,,,239,,,235,,,474,,,0,,,-73,,,,1,,134,,,0,,
